Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
44032	0	0.049650192	-0.242636681	0.312333107	0.999999046	9.53674E-07	-3.43323E-05	0.000189781	1.241254807	-6.065917015	7.808327675	4.76837E-05	-0.001716614	0.00948906	-0.657958984	0.067871094	-0.786132813	884.46	-37.81730044	-7.599404624	147.715971	-72
44033	0	0.049804688	-0.240783691	0.313598633	0.999999046	5.72205E-05	1.62125E-05	0.000301361	1.245117188	-6.019592285	7.83996582	0.002861023	0.000810623	0.015068054	-0.657958984	0.067871094	-0.786132813	884.38	-37.8109375	-7.573646082	147.7298208	-72
44034	0	0.048734665	-0.239984512	0.313505173	0.999999046	3.24249E-05	-5.14984E-05	8.39233E-05	1.218366623	-5.999612808	7.837629318	0.001621246	-0.002574921	0.004196167	-0.655517578	0.067871094	-0.786132813	884.38	-37.80541816	-7.569250909	147.7273284	-73
44035	0	0.048522949	-0.240905762	0.313415527	0.999999046	3.8147E-05	-9.05991E-05	0.000110626	1.21307373	-6.022644043	7.835388184	0.001907349	-0.004529953	0.005531311	-0.655517578	0.067871094	-0.786132813	884.54	-37.79996161	-7.56646645	147.7300856	-73
44036	0	0.048221588	-0.239733696	0.314156532	0.999999046	-2.76566E-05	-0.000150681	-8.01086E-05	1.205539703	-5.9933424	7.853913307	-0.001382828	-0.007534027	-0.004005432	-0.657958984	0.0703125	-0.786376953	884.46	-37.80027146	-7.582453956	147.7223452	-72
44037	0	0.04901123	-0.240600586	0.312988281	0.999999046	-0.000175476	-0.000235558	-0.000209808	1.225280762	-6.015014648	7.824707031	-0.008773804	-0.011777878	-0.010490418	-0.657958984	0.065673828	-0.782958984	884.4	-37.81678338	-7.615208879	147.7075596	-72
44038	0	0.050479889	-0.240445137	0.310987473	0.999999046	-0.000324249	-0.000219345	-0.000118256	1.261997223	-6.011128426	7.774686813	-0.016212464	-0.010967255	-0.005912781	-0.657958984	0.070068359	-0.789306641	884.4	-37.8513827	-7.64011331	147.6985926	-72
44039	0	0.050170898	-0.242919922	0.311706543	0.999999046	0.000133514	0.000123024	0.000160217	1.254272461	-6.072998047	7.792663574	0.00667572	0.006151199	0.008010864	-0.655517578	0.070068359	-0.786376953	884.44	-37.8338265	-7.614467548	147.6915126	-73
44040	0	0.048978806	-0.240715981	0.314040184	0.999999046	0.000372887	4.00543E-05	0.000190735	1.224470139	-6.017899513	7.851004601	0.018644333	0.002002716	0.009536743	-0.655517578	0.067871094	-0.7890625	884.44	-37.78998186	-7.594136729	147.6906612	-73
44041	0	0.04876709	-0.239013672	0.313598633	0.999999046	4.95911E-05	-2.57492E-05	8.01086E-05	1.219177246	-5.975341797	7.83996582	0.002479553	-0.00128746	0.004005432	-0.657958984	0.0703125	-0.783447266	884.5	-37.78240794	-7.58749848	147.6909746	-73
44042	0	0.047768593	-0.240028381	0.313009262	0.999999046	-0.000177383	-0.000118256	6.86646E-05	1.194214821	-6.000709534	7.825231552	-0.008869171	-0.005912781	0.003433228	-0.657958984	0.067871094	-0.786132813	884.54	-37.80158664	-7.589950175	147.693107	-73
44043	0	0.048828125	-0.242370605	0.313598633	0.999999046	-0.000640869	-0.000254631	-0.000205994	1.220703125	-6.059265137	7.83996582	-0.03204346	-0.012731553	-0.010299684	-0.657958984	0.0703125	-0.783447266	884.48	-37.87191888	-7.624003737	147.6822449	-73
44044	0	0.050979614	-0.243542671	0.311490059	0.999999046	-8.29697E-05	-0.000137329	-0.000107765	1.274490356	-6.08856678	7.787251472	-0.004148483	-0.006866455	-0.00538826	-0.658203125	0.0703125	-0.780517578	884.44	-37.878571	-7.640603512	147.6738237	-73
44045	0	0.050170898	-0.238220215	0.313171387	0.999999046	-0.000114441	-2.19345E-05	6.10352E-05	1.254272461	-5.955505371	7.829284668	-0.005722046	-0.001096725	0.003051758	-0.657958984	0.0703125	-0.786376953	884.5	-37.88968438	-7.634910117	147.6684931	-73
44046	0	0.048995018	-0.242509842	0.313174248	0.999999046	-0.000518799	1.14441E-05	0.000175476	1.22487545	-6.062746048	7.829356194	-0.025939943	0.000572205	0.008773804	-0.655761719	0.072265625	-0.783691406	884.46	-37.94826951	-7.618091527	147.6723091	-73
44047	0	0.048583984	-0.245788574	0.312683105	0.999999046	4.19617E-05	-0.000159264	-0.000156403	1.214599609	-6.144714355	7.817077637	0.002098084	-0.007963181	-0.007820129	-0.655517578	0.072265625	-0.789550781	884.4	-37.94038554	-7.640002076	147.6540299	-73
44048	0	0.050040245	-0.242207527	0.311222076	0.999999046	0.000515938	-0.000198364	-0.000103951	1.251006126	-6.055188179	7.78055191	0.025796892	-0.009918213	-0.005197525	-0.655517578	0.070068359	-0.783447266	884.4	-37.87927493	-7.66176092	147.6464156	-73
44049	0	0.049560547	-0.23840332	0.312866211	0.999999046	0.000148773	-0.000163078	-4.57764E-05	1.239013672	-5.960083008	7.821655273	0.00743866	-0.008153915	-0.002288818	-0.655517578	0.070068359	-0.786376953	884.44	-37.86051317	-7.676216821	147.6396769	-73
44050	0	0.050172806	-0.240564346	0.31267643	0.999999046	-0.000202179	-6.67572E-05	3.05176E-05	1.254320145	-6.014108658	7.816910744	-0.010108948	-0.00333786	0.001525879	-0.657958984	0.070068359	-0.789306641	884.44	-37.88199151	-7.676597917	147.6325824	-73
44051	0	0.049987793	-0.241943359	0.311828613	0.999999046	-7.62939E-06	-0.000105858	-3.05176E-05	1.249694824	-6.048583984	7.795715332	-0.00038147	-0.005292892	-0.001525879	-0.657958984	0.070068359	-0.789306641	884.46	-37.88088396	-7.68480587	147.6227742	-73
44052	0	0.049092293	-0.240419388	0.313035011	0.999999046	-1.81198E-05	-0.000146866	0.000117302	1.22730732	-6.010484695	7.825875282	-0.000905991	-0.007343292	0.005865097	-0.657958984	0.067871094	-0.783203125	884.5	-37.88314821	-7.686271202	147.6318391	-73
44053	0	0.049804688	-0.241027832	0.311706543	0.999999046	-0.000125885	-7.15256E-05	5.34058E-05	1.245117188	-6.025695801	7.792663574	-0.006294251	-0.003576279	0.002670288	-0.660400391	0.0703125	-0.786132813	884.46	-37.89631052	-7.685408476	147.6310367	-73
44054	0	0.04933548	-0.241111755	0.311943054	0.999999046	5.91278E-05	-0.000114441	-5.81741E-05	1.233386993	-6.027793884	7.798576355	0.00295639	-0.005722046	-0.002908707	-0.657958984	0.067871094	-0.786132813	884.38	-37.88735637	-7.696240579	147.6194787	-73
44055	0	0.049987793	-0.240539551	0.312255859	0.999999046	-3.43323E-05	-0.000155449	-6.48499E-05	1.249694824	-6.01348877	7.806396484	-0.001716614	-0.007772446	-0.003242493	-0.657958984	0.067871094	-0.786132813	884.46	-37.88942406	-7.711244769	147.6101706	-73
44056	0	0.050177574	-0.241775513	0.313016891	0.999999046	-0.000136375	-0.000211716	-1.14441E-05	1.254439354	-6.044387817	7.825422287	-0.006818771	-0.010585785	-0.000572205	-0.657714844	0.067871094	-0.7890625	884.48	-37.90440805	-7.727566255	147.6070274	-73
44057	0	0.049865723	-0.241516113	0.311889648	0.999999046	-2.67029E-05	-0.000174522	-3.8147E-05	1.246643066	-6.037902832	7.797241211	-0.001335144	-0.00872612	-0.001907349	-0.657714844	0.067871094	-0.7890625	884.38	-37.90619104	-7.742380127	147.5988013	-73
44058	0	0.050725937	-0.242322922	0.31295681	1	-9.53674E-07	-4.29153E-05	-2.76566E-05	1.268148422	-6.058073044	7.82392025	-4.76837E-05	-0.002145767	-0.001382828	-0.657958984	0.070068359	-0.789306641	884.38	-37.90393673	-7.744562784	147.5842641	-73
44059	0	0.051025391	-0.241027832	0.313049316	0.999999046	-7.62939E-06	-6.38962E-05	-1.14441E-05	1.275634766	-6.025695801	7.82623291	-0.00038147	-0.003194809	-0.000572205	-0.657958984	0.067871094	-0.783203125	884.38	-37.90283519	-7.747527449	147.5757559	-73
44060	0	0.049118042	-0.241336823	0.312001228	0.999999046	-3.71933E-05	-0.000196457	4.86374E-05	1.22795105	-6.033420563	7.800030708	-0.001859665	-0.009822846	0.00243187	-0.657958984	0.0703125	-0.783447266	884.52	-37.90716507	-7.758180773	147.5836323	-73
44061	0	0.049560547	-0.240356445	0.313232422	0.999999046	-0.000209808	-0.000281334	-0.000183105	1.239013672	-6.008911133	7.830810547	-0.010490418	-0.014066697	-0.009155274	-0.657958984	0.068115234	-0.780273438	884.4	-37.92918884	-7.792773909	147.5764332	-73
44062	0	0.051290512	-0.244680405	0.311390877	0.999999046	-0.000108719	-0.000156403	-0.000134468	1.282262802	-6.117010117	7.784771919	-0.005435944	-0.007820129	-0.006723404	-0.657958984	0.067871094	-0.783203125	884.46	-37.9392085	-7.812665471	147.5619984	-73
44063	0	0.050842285	-0.241027832	0.312194824	0.999999046	0.000408173	-8.29697E-05	-9.15527E-05	1.271057129	-6.025695801	7.804870605	0.020408631	-0.004148483	-0.004577637	-0.657958984	0.067871094	-0.786132813	884.44	-37.88981814	-7.822887705	147.5445989	-73
44064	0	0.051120758	-0.239359856	0.312870026	0.999999046	-8.29697E-05	-3.8147E-06	0.000148773	1.278018951	-5.983996391	7.821750641	-0.004148483	-0.000190735	0.00743866	-0.66015625	0.065917969	-0.785888672	884.46	-37.89885659	-7.809043353	147.5438053	-74
44065	0	0.049804688	-0.244262695	0.310913086	0.999999046	8.01086E-05	3.52859E-05	0.000125885	1.245117188	-6.106567383	7.772827148	0.004005432	0.001764297	0.006294251	-0.657958984	0.067871094	-0.786132813	884.44	-37.88873404	-7.793214366	147.5382259	-73
