Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
23437	0	0.364807129	-0.052856445	0.136535645	0.999999046	0.00062561	0.000535011	0.000595093	9.120178223	-1.321411133	3.413391113	0.031280523	0.026750569	0.029754644	-0.482177734	0.583496094	-0.621582031	898.7	-22.60086996	-67.85848108	-27.42029708	-60
23438	0	0.363072395	-0.053668976	0.13564682	0.999999046	0.000490189	0.000354767	0.000514984	9.076809883	-1.341724396	3.391170502	0.024509433	0.017738344	0.025749209	-0.479980469	0.583251953	-0.618896484	898.68	-22.62032916	-67.79929879	-27.3436193	-60
23439	0	0.36340332	-0.055358887	0.135437012	0.999999046	0.000774384	0.000115395	-5.34058E-05	9.085083008	-1.383972168	3.385925293	0.038719181	0.00576973	-0.002670288	-0.479736328	0.581054688	-0.621582031	898.6	-22.48570406	-67.79052736	-27.39350707	-60
23440	0	0.364232063	-0.053646088	0.13523674	0.999999046	0.000288963	-4.95911E-05	6.86646E-05	9.105801582	-1.341152191	3.380918503	0.014448166	-0.002479553	0.003433228	-0.479736328	0.583251953	-0.621826172	898.66	-22.45599069	-67.79397518	-27.39406514	-60
23441	0	0.368041992	-0.057128906	0.136474609	0.999999046	-0.000225067	-0.000285149	0.000270844	9.201049805	-1.428222656	3.411865234	-0.011253357	-0.014257432	0.013542176	-0.479736328	0.583251953	-0.621826172	898.58	-22.56323945	-67.81356354	-27.30863956	-60
23442	0	0.364061356	-0.058854103	0.138863564	0.999999046	0.000387192	-0.000143051	-4.673E-05	9.10153389	-1.471352577	3.471589088	0.019359589	-0.007152558	-0.002336502	-0.479736328	0.583251953	-0.624755859	898.7	-22.50297088	-67.83189835	-27.3247709	-60
23443	0	0.362426758	-0.056884766	0.13848877	0.999999046	0.000537872	-7.9155E-05	0.000358582	9.060668945	-1.422119141	3.462219238	0.026893618	-0.003957749	0.017929078	-0.479736328	0.581054688	-0.621582031	898.58	-22.52392718	-67.82555661	-27.23823744	-60
23444	0	0.364420891	-0.058095932	0.13891983	0.999999046	0.00061512	0.000267029	0.000613213	9.11052227	-1.4523983	3.472995758	0.030756001	0.013351442	0.030660633	-0.477539063	0.583251953	-0.619140625	898.64	-22.56488685	-67.77124943	-27.12940602	-60
23445	0	0.364379883	-0.055664063	0.136535645	0.999999046	0.000507355	0.0002985	0.000572205	9.10949707	-1.391601563	3.413391113	0.02536774	0.014925005	0.028610233	-0.477539063	0.583251953	-0.621826172	898.74	-22.60384244	-67.71543216	-27.03339913	-60
23446	0	0.366247177	-0.056677818	0.136749268	0.999999046	0.000131607	0.000125885	0.000426292	9.156179428	-1.416945457	3.418731689	0.006580353	0.006294251	0.021314622	-0.477294922	0.581054688	-0.621826172	898.58	-22.66658814	-67.68434393	-26.95505238	-60
23447	0	0.363342285	-0.055603027	0.137145996	0.999999046	0.000301361	-9.05991E-05	0.000499725	9.083557129	-1.390075684	3.428649902	0.015068055	-0.004529953	0.024986269	-0.475097656	0.583251953	-0.622070313	898.6	-22.75188006	-67.67287781	-26.83376278	-60
23448	0	0.362639427	-0.056127548	0.137173653	0.999999046	0.000250816	-8.96454E-05	0.000274658	9.06598568	-1.403188705	3.429341316	0.012540818	-0.004482269	0.01373291	-0.477294922	0.583251953	-0.627685547	898.58	-22.7848717	-67.67124802	-26.76721462	-60
23449	0	0.364257813	-0.057617188	0.13873291	0.999999046	0.000144958	-0.000159264	0.00019455	9.106445313	-1.440429688	3.468322754	0.007247925	-0.007963181	0.009727478	-0.475097656	0.583251953	-0.625	898.7	-22.81699282	-67.68045861	-26.71846132	-60
23450	0	0.366660118	-0.058574677	0.139791489	0.999999046	5.14984E-05	-7.43866E-05	-2.67029E-05	9.166502953	-1.464366913	3.494787216	0.002574921	-0.00371933	-0.001335144	-0.477294922	0.583251953	-0.624755859	898.6	-22.79383701	-67.69045214	-26.74239477	-60
23451	0	0.364929199	-0.058532715	0.139709473	0.999999046	9.91821E-05	8.4877E-05	0.000457764	9.12322998	-1.463317871	3.492736816	0.004959107	0.004243851	0.022888184	-0.477294922	0.581054688	-0.630371094	898.64	-22.87272493	-67.66197886	-26.63764675	-60
23452	0	0.362044334	-0.058531761	0.139475822	0.999999046	3.52859E-05	0.00018692	0.000407219	9.05110836	-1.463294029	3.486895561	0.001764298	0.009346009	0.020360947	-0.477294922	0.581054688	-0.621826172	898.58	-22.934771	-67.62480476	-26.57351042	-60
23453	0	0.36328125	-0.061157227	0.139709473	0.999999046	0.000488281	2.76566E-05	9.15527E-05	9.08203125	-1.528930664	3.492736816	0.024414064	0.001382828	0.004577637	-0.477294922	0.583251953	-0.624755859	898.54	-22.8815498	-67.61836254	-26.57815318	-60
23454	0	0.363140106	-0.060050011	0.139481544	0.999999046	0.001050949	-6.67572E-05	9.53674E-05	9.078502655	-1.501250267	3.487038612	0.052547465	-0.003337861	0.004768372	-0.475097656	0.583251953	-0.625	898.64	-22.77532098	-67.62160048	-26.57287627	-60
23455	0	0.364257813	-0.058410645	0.137634277	0.999999046	0.000926971	-0.000155449	0.000583649	9.106445313	-1.460266113	3.440856934	0.046348581	-0.007772447	0.02918244	-0.477294922	0.581054688	-0.624511719	898.68	-22.81830959	-67.61254339	-26.42246462	-60
23456	0	0.365208626	-0.059309959	0.140192986	0.999999046	0.001116753	-0.000177383	0.000231743	9.130215645	-1.482748985	3.504824638	0.055837644	-0.008869173	0.011587146	-0.474609375	0.578613281	-0.633300781	898.64	-22.75180261	-67.62133943	-26.35137346	-60
23457	0	0.36138916	-0.057434082	0.139648438	0.999999046	0.001037598	-8.29697E-05	0.000370026	9.034729004	-1.435852051	3.491210938	0.051879893	-0.004148484	0.018501286	-0.474609375	0.578613281	-0.630371094	898.64	-22.71965793	-67.61394415	-26.26131735	-60
23458	0	0.362041473	-0.057473183	0.140133858	0.999999046	0.001033783	5.72205E-05	0.000666618	9.051036835	-1.436829567	3.503346443	0.051689161	0.002861024	0.033330926	-0.472412109	0.580810547	-0.627685547	898.64	-22.74880284	-67.57848531	-26.11566804	-60
23459	0	0.364074707	-0.056335449	0.138061523	0.999999046	0.001121521	8.86917E-05	0.000442505	9.101867676	-1.40838623	3.451538086	0.056076063	0.004434587	0.02212525	-0.472167969	0.576416016	-0.630371094	898.54	-22.70685676	-67.5496806	-26.02867915	-60
23460	0	0.365037918	-0.056107521	0.137091637	0.999999046	0.000576973	5.72205E-05	0.000277519	9.125947952	-1.402688026	3.427290916	0.02884865	0.002861023	0.013875962	-0.474609375	0.57421875	-0.6328125	898.68	-22.688388	-67.53164067	-25.97938737	-60
23461	0	0.363769531	-0.056335449	0.137512207	0.999999046	0.000450134	2.38419E-05	0.000400543	9.094238281	-1.40838623	3.437805176	0.022506715	0.001192093	0.020027162	-0.474609375	0.57421875	-0.629882813	898.64	-22.71937999	-67.51176555	-25.89843045	-60
23462	0	0.363229752	-0.055708885	0.138737679	0.999999046	3.62396E-05	-9.15527E-05	0.000202179	9.08074379	-1.39272213	3.468441963	0.001811981	-0.004577637	0.010108948	-0.472167969	0.576171875	-0.638916016	898.6	-22.75926731	-67.51288242	-25.84624223	-60
23463	0	0.363891602	-0.056213379	0.140563965	0.999999046	-0.000263214	-0.000128746	-3.43323E-05	9.097290039	-1.405334473	3.514099121	-0.013160706	-0.006437302	-0.001716614	-0.472167969	0.576416016	-0.633300781	898.58	-22.77686174	-67.52836302	-25.86371436	-60
23464	0	0.363931656	-0.058887482	0.14068222	0.999999046	-0.000210762	-6.48499E-05	-5.34058E-05	9.098291397	-1.472187042	3.517055511	-0.010538101	-0.003242493	-0.002670288	-0.472167969	0.576416016	-0.635986328	898.64	-22.77681959	-67.53783536	-25.88858921	-60
23465	0	0.363708496	-0.059570313	0.140380859	0.999999046	-2.28882E-05	4.673E-05	2.28882E-05	9.092712402	-1.489257813	3.509521484	-0.001144409	0.002336502	0.001144409	-0.474365234	0.576416016	-0.638916016	898.64	-22.76297294	-67.53202493	-25.90135353	-60
23466	0	0.362715721	-0.059288979	0.13931179	0.999999046	0.000162125	9.34601E-05	0.000198364	9.067893028	-1.482224464	3.482794762	0.008106232	0.004673004	0.009918213	-0.474609375	0.576416016	-0.633056641	898.6	-22.7679621	-67.51342525	-25.88117663	-60
23467	0	0.363586426	-0.058532715	0.138244629	0.999999046	5.34058E-05	0.000180244	0.000213623	9.089660645	-1.463317871	3.456115723	0.002670288	0.009012222	0.010681152	-0.469726563	0.573974609	-0.635986328	898.6	-22.78015561	-67.48499268	-25.85681693	-60
