Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
52412	0	0.388850212	0.058787346	0.03966713	0.999999046	-0.000382423	-0.000255585	-3.15E-05	9.721255302	1.469683647	0.991678238	-0.019121171	-0.012779236	-0.001573563	-0.918457031	0.469726563	0.068115234	891.58	56.25016534	-79.29309461	-163.4005798	-52
52413	0	0.38861084	0.061401367	0.0390625	0.999999046	-0.000118256	-6.68E-06	0.000160217	9.715270996	1.53503418	0.9765625	-0.005912781	-0.000333786	0.008010864	-0.916259766	0.469726563	0.070800781	891.56	56.20401685	-79.29723182	-163.3733598	-52
52414	0	0.387410164	0.061144829	0.03943634	0.999999046	-3.43E-05	3.62E-05	0.000179291	9.685254097	1.52862072	0.985908508	-0.001716614	0.001811981	0.008964539	-0.918701172	0.472167969	0.067871094	891.5	56.13967827	-79.3004445	-163.3114307	-52
52415	0	0.387329102	0.062011719	0.039306641	0.999999046	-3.81E-06	-2.86E-06	0.000167847	9.683227539	1.550292969	0.982666016	-0.000190735	-0.000143051	0.008392334	-0.918457031	0.469970703	0.071044922	891.58	56.10281558	-79.30502526	-163.2811879	-52
52416	0	0.386982918	0.061148643	0.042294502	0.999999046	-9.25E-05	-0.000144958	0.000128746	9.674572945	1.528716087	1.057362556	-0.00462532	-0.007247925	0.006437302	-0.918457031	0.469726563	0.068115234	891.46	56.14025797	-79.31488022	-163.3306941	-53
52417	0	0.388427734	0.060546875	0.040527344	0.999999046	-0.000102997	-0.000361443	0.000167847	9.710693359	1.513671875	1.013183594	-0.005149841	-0.018072129	0.008392334	-0.916259766	0.469726563	0.073730469	891.62	56.27279545	-79.34224635	-163.4874118	-52
52418	0	0.38731575	0.060225487	0.038732529	0.999999046	-2.29E-05	-0.000463486	0.000243187	9.682893753	1.505637169	0.968313217	-0.001144409	-0.023174287	0.012159348	-0.918701172	0.472167969	0.067871094	891.5	56.44201605	-79.38325223	-163.6582813	-53
52419	0	0.388183594	0.058837891	0.039733887	0.999999046	-1.14E-05	-0.00045681	0.000137329	9.704589844	1.470947266	0.993347168	-0.000572205	-0.022840501	0.006866455	-0.918457031	0.469970703	0.071044922	891.5	56.64593819	-79.41367889	-163.8688451	-52
52420	0	0.388235092	0.060317039	0.038768768	0.999999046	0.000336647	-0.000455856	0.000231743	9.705877304	1.507925987	0.969219208	0.016832353	-0.022792818	0.011587144	-0.918701172	0.472167969	0.070800781	891.52	56.85889735	-79.45297485	-164.0457021	-52
52421	0	0.390319824	0.058776855	0.03729248	0.999999046	0.00038147	-0.000407219	0.000350952	9.757995605	1.469421387	0.932312012	0.019073488	-0.020360948	0.017547609	-0.918701172	0.469970703	0.073730469	891.46	57.01332279	-79.50070528	-164.1641242	-53
