Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
16763	0	0.361938477	-0.143249512	0.058105469	0.999999046	0.000247955	-0.000857353	0.000450134	9.048461914	-3.581237793	1.452636719	0.012397768	-0.042867668	0.022506718	-0.762207031	-0.029541016	0.840332031	892.7	-68.70994434	-67.45621774	-133.8856698	-81
16764	0	0.361483574	-0.141287804	0.058103561	0.999998093	0.000936508	-0.001114845	0.000433922	9.037089348	-3.532195091	1.452589035	0.046825427	-0.055742285	0.021696099	-0.760009766	-0.02734375	0.845703125	892.68	-68.91665599	-67.46356545	-133.5493102	-81
16765	0	0.364685059	-0.140014648	0.057128906	0.999998093	0.00117588	-0.001041412	0.000362396	9.117126465	-3.500366211	1.428222656	0.058794047	-0.05207064	0.01811982	-0.755615234	-0.025390625	0.851074219	892.58	-69.06971224	-67.47513955	-133.24037	-81
16766	0	0.365254402	-0.13855648	0.05766964	0.999999046	0.000152588	-0.000556946	0.000495911	9.131360054	-3.46391201	1.44174099	0.007629395	-0.027847293	0.024795535	-0.755615234	-0.023193359	0.848144531	892.68	-69.22754438	-67.4523947	-133.0532544	-81
16767	0	0.36340332	-0.140075684	0.057983398	0.999999046	-0.000606537	-0.000159264	0.000358582	9.085083008	-3.50189209	1.449584961	-0.030326846	-0.007963181	0.017929079	-0.753417969	-0.023193359	0.853515625	892.58	-69.35543111	-67.4280358	-132.9910463	-80
16768	0	0.363320351	-0.14113903	0.057817459	0.999999046	-0.00011158	-0.000175476	5.63E-05	9.083008766	-3.528475761	1.445436478	-0.005578995	-0.008773804	0.002813339	-0.755859375	-0.023193359	0.853759766	892.68	-69.40076556	-67.43664224	-132.9572836	-80
16769	0	0.363830566	-0.142333984	0.057189941	0.999999046	0.000434875	-0.000418663	-0.000461578	9.09576416	-3.558349609	1.429748535	0.021743777	-0.020933153	-0.023078921	-0.753173828	-0.025390625	0.848144531	892.58	-69.39568208	-67.51048579	-132.9123186	-80
16770	0	0.364376068	-0.142803192	0.057190895	0.999999046	0.001001358	-0.000328064	-0.000618935	9.109401703	-3.570079803	1.429772377	0.050067914	-0.016403202	-0.030946739	-0.753417969	-0.023193359	0.847900391	892.62	-69.28636822	-67.59741302	-132.9092031	-80
16771	0	0.363220215	-0.140930176	0.057495117	0.999999046	0.001045227	-0.000281334	-0.000423431	9.080505371	-3.523254395	1.43737793	0.052261364	-0.014066699	-0.021171575	-0.753173828	-0.025390625	0.851074219	892.62	-69.17830945	-67.66138219	-132.9005571	-80
16772	0	0.363126755	-0.141178131	0.055936813	0.999999046	0.000388145	9.54E-06	-0.000351906	9.078168869	-3.529453278	1.398420334	0.019407273	0.000476837	-0.017595292	-0.751220703	-0.021240234	0.853271484	892.62	-69.07630673	-67.70570119	-132.9634153	-80
16773	0	0.36340332	-0.142883301	0.054504395	0.999999046	-5.72E-05	0.000260353	-0.000202179	9.085083008	-3.57208252	1.362609863	-0.002861023	0.013017655	-0.010108948	-0.753417969	-0.023193359	0.853515625	892.56	-68.97465073	-67.72348637	-133.0822374	-79
16774	0	0.362150192	-0.142621994	0.055041313	0.999999046	-9.73E-05	0.000379562	5.63E-05	9.053754807	-3.56554985	1.376032829	-0.004863739	0.018978119	0.002813339	-0.753417969	-0.020996094	0.850585938	892.64	-68.8724282	-67.70843818	-133.2055982	-80
16775	0	0.36340332	-0.142028809	0.054931641	0.999999046	-1.14E-05	0.000329018	0.000431061	9.085083008	-3.550720215	1.373291016	-0.000572205	0.016450883	0.021553041	-0.753417969	-0.020996094	0.850585938	892.68	-68.81160928	-67.65521763	-133.2738224	-79
16776	0	0.363855362	-0.141551018	0.054433823	0.999999046	-0.000157356	0.000289917	0.00058651	9.096384048	-3.538775444	1.360845566	-0.007867814	0.014495851	0.029325487	-0.753417969	-0.020996094	0.853515625	892.62	-68.79371093	-67.58690896	-133.313378	-79
16777	0	0.363464355	-0.140075684	0.053894043	0.999999046	-0.000205994	0.000290871	0.000850677	9.086608887	-3.50189209	1.347351074	-0.010299684	0.014543535	0.042533881	-0.753417969	-0.020996094	0.84765625	892.62	-68.80791153	-67.49034856	-133.3259054	-79
16778	0	0.362339973	-0.140165329	0.053557396	0.999999046	-0.000183105	0.000284195	0.000785828	9.058499336	-3.504133224	1.338934898	-0.009155275	0.014209749	0.039291387	-0.755859375	-0.018798828	0.84765625	892.56	-68.81491719	-67.40101774	-133.3428404	-79
16779	0	0.364440918	-0.138916016	0.052001953	0.999999046	-6.10E-05	0.000161171	0.000663757	9.111022949	-3.472900391	1.300048828	-0.003051758	0.008058549	0.033187869	-0.753417969	-0.020996094	0.84765625	892.62	-68.82766445	-67.33000117	-133.3397057	-79
16780	0	0.362347603	-0.13885498	0.052406311	0.999999046	-0.00023365	1.91E-05	0.000472069	9.058690071	-3.471374512	1.310157776	-0.011682511	0.000953674	0.02360344	-0.755859375	-0.018798828	0.84765625	892.62	-68.87768301	-67.28549555	-133.3168367	-79
16781	0	0.362426758	-0.139343262	0.053466797	0.999999046	-0.000324249	-0.000159264	0.000392914	9.060668945	-3.483581543	1.336669922	-0.016212464	-0.007963181	0.019645692	-0.758056641	-0.020996094	0.850830078	892.68	-68.97574376	-67.25691642	-133.2543499	-78
16782	0	0.363371849	-0.139481544	0.054480553	0.999999046	-0.000284195	-0.000211716	0.000407219	9.084296227	-3.487038612	1.362013817	-0.014209748	-0.010585785	0.020360948	-0.753662109	-0.018798828	0.853271484	892.58	-69.08372806	-67.22904008	-133.1732949	-79
16783	0	0.363647461	-0.138977051	0.055419922	0.999999046	-0.000293732	-0.000273705	0.000301361	9.091186523	-3.47442627	1.385498047	-0.014686585	-0.013685227	0.015068055	-0.755859375	-0.018798828	0.84765625	892.62	-69.19789419	-67.21511674	-133.0885988	-79
16784	0	0.362252235	-0.137702942	0.056055069	0.999999046	-0.000504494	-0.00038147	0.000152588	9.056305885	-3.442573547	1.401376724	-0.025224687	-0.019073488	0.007629395	-0.753662109	-0.016845703	0.847412109	892.68	-69.34885061	-67.22159761	-132.9882009	-79
16785	0	0.362487793	-0.13848877	0.05480957	0.999999046	-0.00069809	-0.000285149	-7.63E-06	9.062194824	-3.462219238	1.370239258	-0.034904483	-0.014257432	-0.00038147	-0.751464844	-0.016845703	0.853027344	892.7	-69.48183112	-67.24143895	-132.9290288	-79
16786	0	0.363010406	-0.138624191	0.056422234	0.999999046	-0.000478745	-0.000267029	-0.000191689	9.075260162	-3.465604782	1.41055584	-0.023937227	-0.013351441	-0.009584427	-0.753417969	-0.020996094	0.850585938	892.64	-69.56711106	-67.28039122	-132.8976686	-79
16787	0	0.362731934	-0.140197754	0.056152344	0.999999046	-0.000694275	-0.000395775	-0.000686646	9.06829834	-3.504943848	1.403808594	-0.034713752	-0.019788746	-0.034332282	-0.750976563	-0.0234375	0.853515625	892.68	-69.6627364	-67.37765898	-132.8809695	-79
