Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
32276	0	0.387693405	-0.033322334	0.083800316	0.999998093	-0.001373291	0.000231743	0.000297546	9.692335129	-0.833058357	2.095007896	-0.068664574	0.011587147	0.014877324	-0.645263672	0.535644531	-0.516113281	892.1	-20.59914978	-77.2817299	-38.2362682	-55
32277	0	0.38684082	-0.033996582	0.084960938	0.999999046	-0.001075745	0.000283241	0.000701904	9.671020508	-0.849914551	2.124023438	-0.053787247	0.014162068	0.035095225	-0.647949219	0.542480469	-0.510742188	892.04	-20.97267245	-77.21565341	-37.98818765	-55
32278	0	0.388756752	-0.03691864	0.082842827	0.999999046	-0.001171112	0.00031662	0.000350952	9.7189188	-0.922966003	2.071070671	-0.058555619	0.015830998	0.017547612	-0.645507813	0.540039063	-0.510498047	892.04	-21.18394085	-77.16022299	-37.91396418	-55
32279	0	0.387939453	-0.036437988	0.083068848	0.999999046	-0.001159668	0.000229836	0.000213623	9.698486328	-0.910949707	2.076721191	-0.057983412	0.011491778	0.010681155	-0.643310547	0.542236328	-0.510986328	892.14	-21.34473405	-77.11975388	-37.88906722	-55
32280	0	0.386481285	-0.035698891	0.083712578	0.999998093	-0.001440048	0.000231743	0.000449181	9.662032127	-0.892472267	2.092814445	-0.072002439	0.011587147	0.022459039	-0.643554688	0.544433594	-0.505371094	892.04	-21.64618566	-77.06918756	-37.75744737	-55
32281	0	0.387084961	-0.035766602	0.084350586	0.999999046	-0.001152039	0.000317574	0.000518799	9.677124023	-0.894165039	2.108764648	-0.057601945	0.015878682	0.025939949	-0.645996094	0.546875	-0.505371094	892.08	-21.92916624	-77.00638919	-37.61094075	-55
32282	0	0.386505127	-0.036789894	0.084327698	0.999999046	-0.0008564	0.000314713	0.000598907	9.662628174	-0.919747353	2.108192444	-0.042819985	0.015735629	0.029945379	-0.643798828	0.549072266	-0.502685547	892.04	-22.21350883	-76.94028733	-37.43058704	-55
32283	0	0.387329102	-0.03717041	0.083251953	0.999999046	-0.00056839	0.000252724	0.000431061	9.683227539	-0.929260254	2.081298828	-0.028419497	0.012636186	0.021553042	-0.641357422	0.551025391	-0.505859375	892.1	-22.39797514	-76.88796898	-37.31553334	-55
32284	0	0.386888504	-0.03637886	0.084076881	0.999999046	-0.000531197	7.43866E-05	0.000403404	9.672212601	-0.909471512	2.101922035	-0.026559832	0.00371933	0.020170213	-0.641357422	0.553466797	-0.506103516	892.04	-22.59779985	-76.85572194	-37.18061383	-55
32285	0	0.38684082	-0.03729248	0.083679199	0.999999046	-0.000480652	0.000134468	0.000278473	9.671020508	-0.932312012	2.09197998	-0.024032594	0.006723404	0.013923646	-0.641601563	0.553466797	-0.503173828	892.04	-22.72318911	-76.8226239	-37.11832989	-55
