Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
62283	0	0.675357819	-0.056458473	0.186794281	0.999873161	-0.006807327	0.003813744	0.013831139	8.441972733	-0.705730915	2.334928513	-0.170190336	0.095347598	0.345793	-0.590332031	-0.130371094	-0.781982422	884	-29.01242754	-71.45139968	44.4475669	-65
62284	0	0.357419968	-0.076488495	0.089997292	0.999969482	0.007667542	-0.00058651	0.000630379	8.935499191	-1.912212372	2.249932289	0.383380879	-0.029325776	0.031519249	-0.590332031	-0.125976563	-0.782226563	884	-28.37533452	-71.47773296	44.6892293	-66
62285	0	0.368286133	-0.067687988	0.103759766	0.999979019	0.00521946	-0.001880646	-0.003257751	9.20715332	-1.692199707	2.593994141	0.260974777	-0.094032936	-0.162888697	-0.592041016	-0.141357422	-0.781005859	884.04	-27.04027815	-71.84397517	43.90449912	-66
62286	0	0.374457359	-0.073760986	0.114067078	0.999988556	-0.002570152	-0.001070976	-0.003502846	9.361433983	-1.844024658	2.851676941	-0.128508043	-0.053548992	-0.175142873	-0.592041016	-0.147949219	-0.777587891	883.94	-26.36102554	-72.13499755	42.88363436	-66
62287	0	0.393188477	-0.080200195	0.11315918	0.999997139	0.000331879	-0.000472069	-0.002086639	9.829711914	-2.005004883	2.828979492	0.016593946	-0.023603458	-0.104332052	-0.594238281	-0.149902344	-0.774414063	883.98	-25.69027212	-72.28888471	42.22130432	-66
62288	0	0.39166069	-0.061587334	0.109778404	0.999985695	0.005141258	0.000444412	0.000821114	9.791517258	-1.539683342	2.744460106	0.257064082	0.022220713	0.041055866	-0.591552734	-0.156738281	-0.776855469	884.04	-25.26252125	-72.20269406	42.39040193	-66
62289	0	0.369567871	-0.041137695	0.103271484	0.999984741	0.002987862	0.001194	0.00440979	9.239196777	-1.028442383	2.581787109	0.149393824	0.059700309	0.220490597	-0.591308594	-0.163330078	-0.770507813	884	-26.10554659	-71.86105727	43.6511967	-67
62290	0	0.359920502	-0.04190731	0.107303619	0.999977112	-0.001822472	0.00197506	0.006083488	8.998012543	-1.047682762	2.682590485	-0.091124253	0.098753703	0.304176666	-0.591552734	-0.156738281	-0.770996094	884.06	-27.83749065	-71.34425975	45.27805032	-67
62291	0	0.360351563	-0.052856445	0.104492188	0.999979973	-0.004898071	0.002583504	0.002895355	9.008789063	-1.321411133	2.612304688	-0.244905158	0.129176027	0.144768703	-0.589599609	-0.145751953	-0.774902344	884.04	-28.80724978	-70.92787744	45.73167678	-67
62292	0	0.375338554	-0.063713074	0.10167408	0.999965668	-0.007604599	0.00244236	-0.001739502	9.38346386	-1.592826843	2.541851997	-0.380234185	0.122119356	-0.086976066	-0.585205078	-0.135009766	-0.784667969	884.04	-28.75399943	-70.78072134	44.77091727	-67
62293	0	0.381713867	-0.077331543	0.102722168	0.999955177	-0.008972168	0.000741005	-0.002906799	9.54284668	-1.933288574	2.568054199	-0.44861509	0.0370508	-0.145342134	-0.581054688	-0.124267578	-0.791503906	883.98	-28.79480419	-70.8690421	43.74084808	-67
62294	0	0.387268066	-0.075622559	0.113525391	0.999990463	-0.00416851	-0.000353813	-0.000679016	9.68170166	-1.890563965	2.838134766	-0.208426146	-0.017690712	-0.033950907	-0.578857422	-0.117675781	-0.786376953	884.04	-29.10408776	-70.94449729	43.57647304	-68
62295	0	0.3764925	-0.056056976	0.117730141	0.999997139	-0.000591278	-9.82E-05	0.001563072	9.412312508	-1.401424408	2.943253517	-0.029563918	-0.004911425	0.078153647	-0.579101563	-0.111083984	-0.792724609	883.94	-29.60930897	-70.86886622	44.04423865	-68
62296	0	0.37650013	-0.059110641	0.119976997	0.999997139	-0.000466347	0.000421524	0.001928329	9.412503242	-1.477766037	2.999424934	-0.023317353	0.021076217	0.096416539	-0.579345703	-0.108886719	-0.790039063	883.88	-30.11352739	-70.71925324	44.52884602	-68
62297	0	0.371948242	-0.058410645	0.112670898	0.999998093	-0.00146389	0.000911713	0.000713348	9.298706055	-1.460266113	2.816772461	-0.073194546	0.045585659	0.03566744	-0.577148438	-0.104736328	-0.793457031	884.04	-30.30202846	-70.59034831	44.55519211	-68
62298	0	0.366100311	-0.067429543	0.108503342	0.999996185	-0.002570152	0.000660896	0.000135422	9.152507782	-1.685738564	2.712583542	-0.128507765	0.033044854	0.006771096	-0.577148438	-0.104736328	-0.793457031	884.04	-30.49604217	-70.51975107	44.46112352	-69
62299	0	0.379943848	-0.082092285	0.109069824	0.999999046	-0.000141144	0.000855446	0.000331879	9.498596191	-2.052307129	2.726745605	-0.007057191	0.042772299	0.016593935	-0.574951172	-0.098144531	-0.788330078	883.98	-30.43735935	-70.41848571	44.38393962	-69
62300	0	0.373673439	-0.072422028	0.105415344	0.999992371	0.003477097	0.000552177	0.001200676	9.341835976	-1.81055069	2.635383606	0.173855229	0.027608935	0.060033937	-0.574951172	-0.098144531	-0.793945313	884	-30.25654191	-70.29710506	44.60806016	-69
