Counter	Temperature	VelInc_X	VelInc_Y	VelInc_Z	OriInc_w	OriInc_x	OriInc_y	OriInc_z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Pressure	Roll	Pitch	Yaw	RSSI
22025	0	0.363769531	-0.059814453	0.124328613	0.999983788	-0.005512238	0.000172615	0.000778198	9.094238281	-1.495361328	3.108215332	-0.275613302	0.008630797	0.038910113	-0.763183594	0.578369141	0.643554688	883.94	-28.23747989	-68.15234788	-134.5052601	-62
22026	0	0.371302605	-0.072869301	0.129278183	0.999990463	-0.004330635	-0.000557899	6.48E-05	9.282565117	-1.821732521	3.231954575	-0.216532442	-0.027895062	0.003242503	-0.765380859	0.571777344	0.649902344	883.96	-28.80466187	-68.20603419	-134.4130352	-62
22027	0	0.368530273	-0.07434082	0.133544922	0.999996185	-0.002635002	-0.000190735	0.000259399	9.213256836	-1.858520508	3.338623047	-0.131750262	-0.009536754	0.012969986	-0.762939453	0.567382813	0.653076172	883.96	-29.17659323	-68.2115008	-134.3227319	-62
22028	0	0.362802505	-0.081283569	0.134689331	0.999998093	0.001564026	0.000344276	0.00082016	9.070062637	-2.032089233	3.367233276	0.078201336	0.017213831	0.041008018	-0.762939453	0.567382813	0.653076172	883.96	-29.13357755	-68.13135448	-134.1656587	-62
22029	0	0.364746094	-0.075561523	0.127990723	0.999990463	0.00414753	6.48E-05	0.001247406	9.118652344	-1.889038086	3.199768066	0.207377129	0.003242503	0.062370495	-0.762939453	0.569580078	0.649902344	884	-28.94009487	-68.05535256	-133.8582128	-62
22030	0	0.367687225	-0.062067032	0.12641716	0.999990463	0.003975868	0.000452995	0.001741409	9.192180634	-1.551675797	3.160429001	0.198794042	0.022649837	0.087070741	-0.758544922	0.580322266	0.643310547	884	-28.8338303	-67.91361933	-133.4726318	-62
22031	0	0.36895752	-0.061950684	0.12512207	0.999998093	0.001675606	0.000217438	0.000858307	9.223937988	-1.54876709	3.128051758	0.083780339	0.010871894	0.04291537	-0.758789063	0.586914063	0.639892578	884.06	-28.80289368	-67.84487355	-133.286207	-63
22032	0	0.369039536	-0.062348366	0.125490189	0.999999046	0.001280785	-0.000341415	-0.000286102	9.225988388	-1.558709145	3.137254715	0.06403925	-0.017070775	-0.014305119	-0.756347656	0.586669922	0.639648438	884.02	-28.60955161	-67.89578896	-133.3249666	-62
22033	0	0.364135742	-0.060852051	0.126098633	0.999999046	-0.001022339	-0.00032711	1.91E-05	9.103393555	-1.52130127	3.15246582	-0.051116953	-0.016355518	0.000953674	-0.759033203	0.589111328	0.642578125	883.96	-28.75276228	-67.92873689	-133.2824722	-62
22034	0	0.365011215	-0.063451767	0.130002022	0.999998093	-0.001635551	-0.000477791	0.00044632	9.12528038	-1.586294174	3.250050545	-0.081777615	-0.023889554	0.022315991	-0.756347656	0.586669922	0.639648438	883.96	-29.09209629	-67.95311721	-133.1024732	-62
22035	0	0.364685059	-0.065307617	0.131408691	0.999997139	-0.002063751	-0.000563622	1.91E-05	9.117126465	-1.63269043	3.285217285	-0.10318764	-0.028181098	0.000953675	-0.758789063	0.584716797	0.642822266	883.86	-29.38652999	-68.00957924	-133.0242265	-63
22036	0	0.367331505	-0.073431015	0.130508423	0.999990463	-0.004076004	-0.001036644	-0.00044632	9.183287621	-1.835775375	3.262710571	-0.203800809	-0.051832354	-0.022316046	-0.756347656	0.582519531	0.648681641	884.02	-29.8642033	-68.13917022	-132.991558	-63
22037	0	0.362976074	-0.074645996	0.135253906	0.999975204	-0.006728172	-0.000106812	-0.001678467	9.074401855	-1.866149902	3.381347656	-0.336411312	-0.005340619	-0.083924013	-0.756103516	0.573730469	0.657714844	883.9	-30.20903815	-68.24661296	-133.4258177	-63
22038	0	0.361379623	-0.061144829	0.143086433	0.999979019	-0.006367683	-0.000126839	0.000197411	9.034490585	-1.52862072	3.577160835	-0.318386325	-0.006341977	0.009870596	-0.758300781	0.562988281	0.664550781	883.94	-30.97808444	-68.24767299	-133.362938	-63
22039	0	0.35925293	-0.062072754	0.146240234	0.999993324	-0.003368378	0.000832558	-0.001026154	8.981323242	-1.551818848	3.656005859	-0.168419252	0.041627975	-0.05130779	-0.760498047	0.556640625	0.670898438	883.9	-30.95771726	-68.2257297	-133.7816109	-63
22040	0	0.369924545	-0.079655647	0.140521049	0.999995232	-0.000771523	0.001844406	-0.002295494	9.248113632	-1.991391182	3.513026237	-0.038576186	0.092220449	-0.114774881	-0.764892578	0.550292969	0.671630859	884.06	-30.18005246	-68.17605535	-134.6989012	-63
22041	0	0.365966797	-0.072937012	0.136962891	0.999994278	0.000355721	0.001605988	-0.002719879	9.149169922	-1.823425293	3.424072266	0.017786056	0.080299513	-0.135994187	-0.771728516	0.548339844	0.672119141	884	-29.20428783	-68.16844287	-135.690142	-63
22042	0	0.354876518	-0.068289757	0.131071091	0.999996185	0.002573967	-0.000432014	-0.000812531	8.871912956	-1.707243919	3.276777267	0.128698509	-0.02160075	-0.040626576	-0.773925781	0.548339844	0.672119141	884.06	-28.73385954	-68.25426834	-135.8679687	-63
22043	0	0.364624023	-0.061157227	0.116821289	0.999979973	0.005355835	-0.003085136	-8.01E-05	9.115600586	-1.528930664	2.920532227	0.267793453	-0.154257803	-0.004005458	-0.776611328	0.557128906	0.671630859	884	-28.49564906	-68.56700657	-135.453529	-63
22044	0	0.373142242	-0.052807808	0.112101555	0.99997139	0.004362106	-0.006028175	-0.000355721	9.328556061	-1.320195198	2.802538872	0.218107333	-0.301411555	-0.017786191	-0.774902344	0.565917969	0.676513672	883.94	-28.72609415	-69.19204333	-134.6576115	-63
22045	0	0.374023438	-0.053283691	0.111206055	0.999976158	-0.002311707	-0.005946159	-0.002262115	9.350585938	-1.332092285	2.780151367	-0.11558621	-0.297310239	-0.113106638	-0.765869141	0.572265625	0.686767578	884.06	-29.2329461	-69.91370694	-134.3653856	-63
22046	0	0.393564224	-0.07859993	0.101590157	0.999957085	-0.006311417	-0.005308151	-0.004179001	9.839105606	-1.964998245	2.539753914	-0.315575327	-0.265411343	-0.208953019	-0.761230469	0.563476563	0.701416016	883.96	-29.5918025	-70.67953908	-134.708994	-63
